Operating engineers and other construction equipment operators,Postal service mail carriers,Loan interviewers and clerks
6330,5560,5340
"Drywall installers, ceiling tile installers, and tapers","Postal service mail sorters, processors, and processing machine operators",New accounts clerks
6340,5600,5350
Not used,"Production, planning and expediting clerks",Order clerks
6350,5610,5360
Electricians,"Shipping, receiving, and traffic clerks","Human resources assistants, except payroll and timekeeping"
6360,5620,5400
Glaziers,Stock clerks and order fillers,Receptionists and information clerks
6400,5630,5410
Insulation workers,"Weighers, measurers, checkers, and samplers, record keeping",Reservation and transportation ticket agents and travel clerks
6410,5700,5420
Not used,Secretaries and administrative assistants,"Information and record clerks, all other"
6420,5800,5500
"Painters, construction and maintenance",Computer operators,Cargo and freight agents
6430,5810,5510
Paperhangers,Data entry keyers,Couriers and messengers
6440,5820,5521
"Pipelayers, plumbers, pipefitters, and steamfitters",Word processors and typists,Public safety telecommunicators
6450,5830,5522
Not used,Desktop publishers,"Dispatchers, except police, fire, and ambulance"
6460,5840,5530
Plasterers and stucco masons,Insurance claims and policy processing clerks,"Meter readers, utilities"
6500,5850,5540
Reinforcing iron and rebar workers,"Mail clerks and mail machine operators, except postal service",Postal service clerks
6510,5860,5550
Roofers,"Office clerks, general",Postal service mail carriers
6520,5900,5560
Sheet metal workers,"Office machine operators, except computer","Postal service mail sorters, processors, and processing machine operators"
6530,5910,5600
Structural iron and steel workers,Proofreaders and copy markers,"Production, planning, and expediting clerks"
6600,5920,5610
"Helpers, construction trades",Statistical assistants,"Shipping, receiving, and inventory clerks"
6660,5940,5630
Construction and building inspectors,"Office and administrative support workers, all other","Weighers, measurers, checkers, and samplers, recordkeeping"
6700,6005,5710
Elevator installers and repairers,"First-line supervisors of farming, fishing, and forestry workers",Executive secretaries and executive administrative assistants
6710,6010,5720
Fence erectors,Agricultural inspectors,Legal secretaries and administrative assistants
6720,6020,5730
Hazardous materials removal workers,Animal breeders,Medical secretaries and administrative assistants
6730,6030,5740
Highway maintenance workers,Not used,"Secretaries and administrative assistants, except legal, medical, and executive"
6740,6040,5810
Rail-track laying and maintenance equipment operators,"Graders and sorters, agricultural products",Data entry keyers
6750,6050,5820
Septic tank servicers and sewer pipe cleaners,Miscellaneous agricultural workers,Word processors and typists
6760,6100,5840
Miscellaneous construction and related workers,Fishers and related fishing workers,Insurance claims and policy processing clerks
6800,6110,5850
"Derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",Hunters and trappers,"Mail clerks and mail machine operators, except postal service"
6810,6120,5860
Not used,Forest and conservation workers,"Office clerks, general"
6820,6130,5900
"Earth drillers, except oil and gas",Logging workers,"Office machine operators, except computer"
6830,6200,5910
"Explosives workers, ordnance handling experts, and blasters",First-line supervisors/managers of construction trades and extraction workers,Proofreaders and copy markers
6840,6210,5920
Mining machine operators,Boilermakers,Statistical assistants
6910,6220,5940
"Roof bolters, mining","Brickmasons, blockmasons, and stonemasons","Office and administrative support workers, all other"
6920,6230,6005
"Roustabouts, oil and gas",Carpenters,"First-line supervisors of farming, fishing, and forestry workers"
6930,6240,6010
Helpers -- extraction workers,"Carpet, floor, and tile installers and finishers",Agricultural inspectors
6940,6250,6040
Other extraction workers,"Cement masons, concrete finishers, and terrazzo workers","Graders and sorters, agricultural products"
7000,6260,6050
"First-line supervisors/managers of mechanics, installers, and repairers",Construction laborers,Miscellaneous agricultural workers
7010,6300,6115
"Computer, automated teller, and office machine repairers","Paving, surfacing, and tamping equipment operators",Fishing and hunting workers
7020,6310,6120
Radio and telecommunications equipment installers and repairers,Pile-driver operators,Forest and conservation workers
7030,6320,6130
Avionics technicians,Operating engineers and other construction equipment operators,Logging workers
7040,6330,6200
"Electric motor, power tool, and related repairers","Drywall installers, ceiling tile installers, and tapers",First-line supervisors of construction trades and extraction workers
7050,6340,6210
"Electrical and electronics installers and repairers, transportation equipment",Not used,Boilermakers
7100,6355,6220
"Electrical and electronics repairers, industrial, utility, and transportation equipment",Electricians,"Brickmasons, blockmasons, and stonemasons"
7110,6360,6230
"Electronic equipment installers and repairers, motor vehicles",Glaziers,Carpenters
7120,6400,6240
Electronic home entertainment equipment installers and repairers,Insulation workers,"Carpet, floor, and tile installers and finishers"
7130,6410,6250
Security and fire alarm systems installers,Not used,"Cement masons, concrete finishers, and terrazzo workers"
7140,6420,6260
Aircraft mechanics and service technicians,"Painters, construction and maintenance",Construction laborers
7150,6430,6305
Automotive body and related repairers,Paperhangers,Construction equipment operators
7160,6440,6330
Automotive glass installers and repairers,"Pipelayers, plumbers, pipefitters, and steamfitters","Drywall installers, ceiling tile installers, and tapers"
7200,6450,6355
Automotive service technicians and mechanics,Not used,Electricians
7210,6460,6360
Bus and truck mechanics and diesel engine specialists,Plasterers and stucco masons,Glaziers
7220,6500,6400
Heavy vehicle and mobile equipment service technicians and mechanics,Reinforcing iron and rebar workers,Insulation workers
7230,6515,6410
Not used,Roofers,Painters and paperhangers
7240,6520,6441
Small engine mechanics,Sheet metal workers,Pipelayers
7250,6530,6442
Not used,Structural iron and steel workers,"Plumbers, pipefitters, and steamfitters"
7260,6540,6460
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",Solar Photovoltaic Installers,Plasterers and stucco masons
7300,6600,6515
Control and valve installers and repairers,"Helpers, construction trades",Roofers
7310,6660,6520
"Heating, air conditioning, and refrigeration mechanics and installers",Construction and building inspectors,Sheet metal workers
7320,6700,6530
Home appliance repairers,Elevator installers and repairers,Structural iron and steel workers
7330,6710,6540
Industrial and refractory machinery mechanics,Fence erectors,Solar photovoltaic installers
7340,6720,6600
"Maintenance and repair workers, general",Hazardous materials removal workers,"Helpers, construction trades"
7350,6730,6660
"Maintenance workers, machinery",Highway maintenance workers,Construction and building inspectors
7360,6740,6700
Millwrights,Rail-track laying and maintenance equipment operators,Elevator and escalator installers and repairers
7410,6750,6710
Electrical power-line installers and repairers,Septic tank servicers and sewer pipe cleaners,Fence erectors
7420,6765,6720
Telecommunications line installers and repairers,Miscellaneous construction and related workers,Hazardous materials removal workers
7430,6800,6730
Precision instrument and equipment repairers,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",Highway maintenance workers
7510,6810,6740
"Coin, vending, and amusement machine servicers and repairers",Not used,Rail-track laying and maintenance equipment operators
7520,6820,6765
Commercial divers,"Earth drillers, except oil and gas",Miscellaneous construction and related workers
7530,6830,6800
Not used,"Explosives workers, ordnance handling experts, and blasters","Derrick, rotary drill, and service unit operators, oil and gas"
7540,6840,6825
Locksmiths and safe repairers,Mining machine operators,"Earth drillers, except oil and gas"
7550,6910,6835
Manufactured building and mobile home installers,"Roof bolters, mining","Explosives workers, ordnance handling experts, and blasters"
7560,6920,6850
Riggers,"Roustabouts, oil and gas",Underground mining machine operators
7600,6930,6950
Signal and track switch repairers,Helpers -- extraction workers,Other extraction workers
7610,6940,7000
"Helpers--installation, maintenance, and repair workers",Other extraction workers,"First-line supervisors of mechanics, installers, and repairers"
7620,7000,7010
"Other installation, maintenance, and repair workers","First-line supervisors/managers of mechanics, installers, and repairers","Computer, automated teller, and office machine repairers"
7700,7010,7020
First-line supervisors/managers of production and operating workers,"Computer, automated teller, and office machine repairers",Radio and telecommunications equipment installers and repairers
7710,7020,7030
"Aircraft structure, surfaces, rigging, and systems assemblers",Radio and telecommunications equipment installers and repairers,Avionics technicians
7720,7030,7040
"Electrical, electronics, and electromechanical assemblers",Avionics technicians,"Electric motor, power tool, and related repairers"
7730,7040,7100
Engine and other machine assemblers,"Electric motor, power tool, and related repairers","Electrical and electronics repairers, industrial and utility"
7740,7050,7120
Structural metal fabricators and fitters,"Electrical and electronics installers and repairers, transportation equipment",Audiovisual equipment installers and repairers
7750,7100,7130
Miscellaneous assemblers and fabricators,"Electrical and electronics repairers, industrial and utility",Security and fire alarm systems installers
7800,7110,7140
Bakers,"Electronic equipment installers and repairers, motor vehicles",Aircraft mechanics and service technicians
7810,7120,7150
"Butchers and other meat, poultry, and fish processing workers",Electronic home entertainment equipment installers and repairers,Automotive body and related repairers
7820,7130,7160
Not used,Security and fire alarm systems installers,Automotive glass installers and repairers
7830,7140,7200
"Food and tobacco roasting, baking, and drying machine operators and tenders",Aircraft mechanics and service technicians,Automotive service technicians and mechanics
7840,7150,7210
Food batchmakers,Automotive body and related repairers,Bus and truck mechanics and diesel engine specialists
7850,7160,7220
Food cooking machine operators and tenders,Automotive glass installers and repairers,Heavy vehicle and mobile equipment service technicians and mechanics
7900,7200,7240
Computer control programmers and operators,Automotive service technicians and mechanics,Small engine mechanics
7910,7210,7260
Not used,Bus and truck mechanics and diesel engine specialists,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers"
7920,7220,7300
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",Heavy vehicle and mobile equipment service technicians and mechanics,Control and valve installers and repairers
7930,7230,7315
"Forging machine setters, operators, and tenders, metal and plastic",Not used,"Heating, air conditioning, and refrigeration mechanics and installers"
7940,7240,7320
"Rolling machine setters, operators, and tenders, metal and plastic",Small engine mechanics,Home appliance repairers
7950,7250,7330
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",Not used,Industrial and refractory machinery mechanics
7960,7260,7340
"Drilling and boring machine tool setters, operators, and tenders, metal and plastic","Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers","Maintenance and repair workers, general"
8000,7300,7350
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",Control and valve installers and repairers,"Maintenance workers, machinery"
8010,7315,7360
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic","Heating, air conditioning, and refrigeration mechanics and installers",Millwrights
8020,7320,7410
"Milling and planing machine setters, operators, and tenders, metal and plastic",Home appliance repairers,Electrical power-line installers and repairers
8030,7330,7420
Machinists,Industrial and refractory machinery mechanics,Telecommunications line installers and repairers
8040,7340,7430
Metal furnace and kiln operators and tenders,"Maintenance and repair workers, general",Precision instrument and equipment repairers
8050,7350,7510
Not used,"Maintenance workers, machinery","Coin, vending, and amusement machine servicers and repairers"
8060,7360,7540
"Model makers and patternmakers, metal and plastic",Millwrights,Locksmiths and safe repairers
8100,7410,7560
"Molders and molding machine setters, operators, and tenders, metal and plastic",Electrical power-line installers and repairers,Riggers
8110,7420,7610
Not used,Telecommunications line installers and repairers,"Helpers--installation, maintenance, and repair workers"
8120,7430,7640
"Multiple machine tool setters, operators, and tenders, metal and plastic",Precision instrument and equipment repairers,"Other installation, maintenance, and repair workers"
8130,7440,7700
Tool and die makers,Wind turbine service technicians,First-line supervisors of production and operating workers
8140,7510,7720
"Welding, soldering, and brazing workers","Coin, vending, and amusement machine servicers and repairers","Electrical, electronics, and electromechanical assemblers"
8150,7520,7730
"Heat treating equipment setters, operators, and tenders, metal and plastic",Commercial divers,Engine and other machine assemblers
8160,7530,7740
"Lay-out workers, metal and plastic",Not used,Structural metal fabricators and fitters
8200,7540,7750
"Plating and coating machine setters, operators, and tenders, metal and plastic",Locksmiths and safe repairers,Other assemblers and fabricators
8210,7550,7800
"Tool grinders, filers, and sharpeners",Manufactured building and mobile home installers,Bakers
8220,7560,7810
"Metalworkers and plastic workers,all others",Riggers,"Butchers and other meat, poultry, and fish processing workers"
8230,7600,7830
Bookbinders and bindery workers,Signal and track switch repairers,"Food and tobacco roasting, baking, and drying machine operators and tenders"
8240,7610,7840
Job printers,"Helpers--installation, maintenance, and repair workers",Food batchmakers
8250,7630,7850
Prepress technicians and workers,"Other installation, maintenance, and repair workers",Food cooking machine operators and tenders
8260,7700,7855
Printing machine operators,First-line supervisors/managers of production and operating workers,"Food processing workers, all other"
8300,7710,7905
Laundry and dry-cleaning workers,"Aircraft structure, surfaces, rigging, and systems assemblers",Computer numerically controlled tool operators and programmers
8310,7720,7925
"Pressers, textile, garment, and related materials","Electrical, electronics, and electromechanical assemblers","Forming machine setters, operators, and tenders, metal and plastic"
8320,7730,7950
Sewing machine operators,Engine and other machine assemblers,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
8330,7740,8000
Shoe and leather workers and repairers,Structural metal fabricators and fitters,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
8340,7750,8025
Shoe machine operators and tenders,Miscellaneous assemblers and fabricators,"Other machine tool setters, operators, and tenders, metal and plastic"
8350,7800,8030
"Tailors, dressmakers, and sewers",Bakers,Machinists
8360,7810,8040
Textile bleaching and dyeing machine operators and tenders,"Butchers and other meat, poultry, and fish processing workers","Metal furnace operators, tenders, pourers, and casters"
8400,7820,8100
"Textile cutting machine setters, operators, and tenders",Not used,"Molders and molding machine setters, operators, and tenders, metal and plastic"
8410,7830,8130
"Textile knitting and weaving machine setters, operators, and tenders","Food and tobacco roasting, baking, and drying machine operators and tenders",Tool and die makers
8420,7840,8140
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",Food batchmakers,"Welding, soldering, and brazing workers"
8430,7850,8225
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",Food cooking machine operators and tenders,Other metal workers and plastic workers
8440,7855,8250
Fabric and apparel patternmakers,"Food processing workers, all other",Prepress technicians and workers
8450,7900,8255
Upholsterers,Computer control programmers and operators,Printing press operators
8460,7910,8256
"Textile, apparel, and furnishings workers, all others",Not used,Print binding and finishing workers
8500,7920,8300
Cabinetmakers and bench carpenters,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",Laundry and dry-cleaning workers
8510,7930,8310
Furniture finishers,"Forging machine setters, operators, and tenders, metal and plastic","Pressers, textile, garment, and related materials"
8520,7940,8320
"Model makers and patternmakers, wood","Rolling machine setters, operators, and tenders, metal and plastic",Sewing machine operators
8530,7950,8335
"Sawing machine setters, operators, and tenders, wood","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",Shoe and leather workers
8540,7960,8350
"Woodworking machine setters, operators, and tenders, except sawing","Drilling and boring machine tool setters, operators, and tenders, metal and plastic","Tailors, dressmakers, and sewers"
8550,8000,8365
"Woodworkers, all others","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic","Textile machine setters, operators, and tenders"
8600,8010,8450
"Power plant operators, distributors, and dispatchers","Lathe and turning machine tool setters, operators, and tenders, metal and plastic",Upholsterers
8610,8020,8465
Stationary engineers and boiler operators,"Milling and planing machine setters, operators, and tenders, metal and plastic","Other textile, apparel, and furnishings workers"
8620,8030,8500
Water and liquid waste treatment plant and system operators,Machinists,Cabinetmakers and bench carpenters
8630,8040,8510
Miscellaneous plant and system operators,Metal furnace and kiln operators and tenders,Furniture finishers
8640,8050,8530
"Chemical processing machine setters, operators, and tenders",Not used,"Sawing machine setters, operators, and tenders, wood"
8650,8060,8540
"Crushing, grinding, polishing, mixing, and blending workers","Model makers and patternmakers, metal and plastic","Woodworking machine setters, operators, and tenders, except sawing"
8710,8100,8555
Cutting workers,"Molders and molding machine setters, operators, and tenders, metal and plastic",Other woodworkers
8720,8110,8600
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",Not used,"Power plant operators, distributors, and dispatchers"
8730,8120,8610
"Furnace, kiln, oven, drier, and kettle operators and tenders","Multiple machine tool setters, operators, and tenders, metal and plastic",Stationary engineers and boiler operators
8740,8130,8620
"Inspectors, testers, sorters, samplers, and weighers",Tool and die makers,Water and wastewater treatment plant and system operators
8750,8140,8630
Jewelers and precious stone and metal workers,"Welding, soldering, and brazing workers",Miscellaneous plant and system operators
8760,8150,8640
"Medical, dental, and ophthalmic laboratory technicians","Heat treating equipment setters, operators, and tenders, metal and plastic","Chemical processing machine setters, operators, and tenders"
8800,8160,8650
Packaging and filling machine operators and tenders,"Lay-out workers, metal and plastic","Crushing, grinding, polishing, mixing, and blending workers"
8810,8200,8710
Painting workers,"Plating and coating machine setters, operators, and tenders, metal and plastic",Cutting workers
8820,8210,8720
Not used,"Tool grinders, filers, and sharpeners","Extruding, forming, pressing, and compacting machine setters, operators, and tenders"
8830,8220,8730
Photographic process workers and processing machine operators,"Metalworkers and plastic workers,all others","Furnace, kiln, oven, drier, and kettle operators and tenders"
8840,8250,8740
Semiconductor processors,Prepress technicians and workers,"Inspectors, testers, sorters, samplers, and weighers"
8850,8255,8750
Cementing and gluing machine operators and tenders,Printing machine operators,Jewelers and precious stone and metal workers
8860,8256,8760
"Cleaning, washing, and metal pickling equipment operators and tenders",Print binding and finishing workers,Dental and ophthalmic laboratory technicians and medical appliance technicians
8900,8300,8800
Cooling and freezing equipment operators and tenders,Laundry and dry-cleaning workers,Packaging and filling machine operators and tenders
8910,8310,8810
Etchers and engravers,"Pressers, textile, garment, and related materials",Painting workers
8920,8320,8830
"Molders, shapers, and casters, except metal and plastic",Sewing machine operators,Photographic process workers and processing machine operators
8930,8330,8850
"Paper goods machine setters, operators, and tenders",Shoe and leather workers and repairers,Adhesive bonding machine operators and tenders
8940,8340,8910
Tire builders,Shoe machine operators and tenders,Etchers and engravers
8950,8350,8920
Helpers--production workers,"Tailors, dressmakers, and sewers","Molders, shapers, and casters, except metal and plastic"
8960,8360,8930
"Production workers, all other",Textile bleaching and dyeing machine operators and tenders,"Paper goods machine setters, operators, and tenders"
9000,8400,8940
"Supervisors, transportation and material moving workers","Textile cutting machine setters, operators, and tenders",Tire builders
9030,8410,8950
Aircraft pilots and flight engineers,"Textile knitting and weaving machine setters, operators, and tenders",Helpers--production workers
9040,8420,8990
Air traffic controllers and airfield operations specialists,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",Other production workers
9110,8430,9005
"Ambulance drivers and attendants, except emergency medical technicians","Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",Supervisors of transportation and material moving workers
9120,8440,9030
Bus drivers,Fabric and apparel patternmakers,Aircraft pilots and flight engineers
9130,8450,9040
Driver/sales workers and truck drivers,Upholsterers,Air traffic controllers and airfield operations specialists
9140,8460,9050
Taxi drivers and chauffeurs,"Textile, apparel, and furnishings workers, all others",Flight attendants
9150,8500,9110
"Motor vehicle operators, all other",Cabinetmakers and bench carpenters,"Ambulance drivers and attendants, except emergency medical technicians"
9200,8510,9121
Locomotive engineers and operators,Furniture finishers,"Bus drivers, school"
9230,8520,9122
"Railroad brake, signal, and switch operators","Model makers and patternmakers, wood","Bus drivers, transit and intercity"
9240,8530,9130
Railroad conductors and yardmasters,"Sawing machine setters, operators, and tenders, wood",Driver/sales workers and truck drivers
9250,8540,9141
Not used,"Woodworking machine setters, operators, and tenders, except sawing",Shuttle drivers and chauffeurs
9260,8550,9142
"Subway, streetcar, and other rail transportation workers","Woodworkers, all others",Taxi drivers
9300,8600,9150
Sailors and marine oilers,"Power plant operators, distributors, and dispatchers","Motor vehicle operators, all other"
9310,8610,9210
Ship and boat captains and operators,Stationary engineers and boiler operators,Locomotive engineers and operators
9320,8620,9240
Not used,Water and liquid waste treatment plant and system operators,Railroad conductors and yardmasters
9330,8630,9265
Ship engineers,Miscellaneous plant and system operators,Other rail transportation workers
9340,8640,9300
Bridge and lock tenders,"Chemical processing machine setters, operators, and tenders",Sailors and marine oilers
9350,8650,9310
Parking lot attendants,"Crushing, grinding, polishing, mixing, and blending workers",Ship and boat captains and operators
9360,8710,9350
Service station attendants,Cutting workers,Parking attendants
9410,8720,9365
Transportation inspectors,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",Transportation service attendants
9420,8730,9410
Other transportation workers,"Furnace, kiln, oven, drier, and kettle operators and tenders",Transportation inspectors
9500,8740,9415
Conveyor operators and tenders,"Inspectors, testers, sorters, samplers, and weighers",Passenger attendants
9510,8750,9430
Crane and tower operators,Jewelers and precious stone and metal workers,Other transportation workers
9520,8760,9510
"Dredge, excavating, and loading machine operators","Medical, dental, and ophthalmic laboratory technicians",Crane and tower operators
9560,8800,9570
Hoist and winch operators,Packaging and filling machine operators and tenders,"Conveyor, dredge, and hoist and winch operators"
9600,8810,9600
Industrial truck and tractor operators,Painting workers,Industrial truck and tractor operators
9610,8820,9610
Cleaners of vehicles and equipment,Not used,Cleaners of vehicles and equipment
9620,8830,9620
"Laborers and freight, stock, and material movers, hand",Photographic process workers and processing machine operators,"Laborers and freight, stock, and material movers, hand"
9630,8840,9630
Machine feeders and offbearers,Semiconductor processors,Machine feeders and offbearers
9640,8850,9640
"Packers and packagers, hand",Cementing and gluing machine operators and tenders,"Packers and packagers, hand"
9650,8860,9645
Pumping station operators,"Cleaning, washing, and metal pickling equipment operators and tenders",Stockers and order fillers
9720,8900,9650
Refuse and recyclable material collectors,Cooling and freezing equipment operators and tenders,Pumping station operators
9730,8910,9720
Shuttle car operators,Etchers and engravers,Refuse and recyclable material collectors
9740,8920,9760
"Tank car, truck, and ship loaders","Molders, shapers, and casters, except metal and plastic",Other material moving workers
9750,8930,9840
"Material moving workers, all other","Paper goods machine setters, operators, and tenders",Armed Forces
9840,8940,
Armed forces,Tire builders,
,8950,
,Helpers--production workers,
,8965,
,"Production workers, all other",
,9000,
,"Supervisors, transportation and material moving workers",
,9030,
,Aircraft pilots and flight engineers,
,9040,
,Air traffic controllers and airfield operations specialists,
,9050,
,Flight attendants,
,9110,
,"Ambulance drivers and attendants, except emergency medical technicians",
,9120,
,Bus drivers,
,9130,
,Driver/sales workers and truck drivers,
,9140,
,Taxi drivers and chauffeurs,
,9150,
,"Motor vehicle operators, all other",
,9200,
,Locomotive engineers and operators,
,9230,
,"Railroad brake, signal, and switch operators",
,9240,
,Railroad conductors and yardmasters,
,9250,
,Not used,
,9260,
,"Subway, streetcar, and other rail transportation workers",
,9300,
,Sailors and marine oilers,
,9310,
,Ship and boat captains and operators,
,9320,
,Not used,
,9330,
,Ship engineers,
,9340,
,Bridge and lock tenders,
,9350,
,Parking lot attendants,
,9360,
,Service station attendants,
,9410,
,Transportation inspectors,
,9415,
,"Transportation attendants, except flight attendants",
,9420,
,Other transportation workers,
,9500,
,Conveyor operators and tenders,
,9510,
,Crane and tower operators,
,9520,
,"Dredge, excavating, and loading machine operators",
,9560,
,Hoist and winch operators,
,9600,
,Industrial truck and tractor operators,
,9610,
,Cleaners of vehicles and equipment,
,9620,
,"Laborers and freight, stock, and material movers, hand",
,9630,
,Machine feeders and offbearers,
,9640,
,"Packers and packagers, hand",
,9650,
,Pumping station operators,
,9720,
,Refuse and recyclable material collectors,
,9730,
,Shuttle car operators,
,9740,
,"Tank car, truck, and ship loaders",
,9750,
,"Material moving workers, all other",
,9840,
,Armed forces,
